Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,8500.000000,8700.000000,8500.000000,8550.000000,8195.400391,11059800
2020-01-03,8675.000000,8675.000000,8550.000000,8575.000000,8219.363281,8071700
2020-01-06,8575.000000,8600.000000,8350.000000,8475.000000,8123.510742,7913300
2020-01-07,8475.000000,8500.000000,8400.000000,8450.000000,8099.547852,5793000
2020-01-08,8450.000000,8450.000000,8275.000000,8325.000000,7979.732422,8261400
2020-01-09,8350.000000,8425.000000,8250.000000,8350.000000,8003.695313,9224300
2020-01-10,8400.000000,8400.000000,8250.000000,8250.000000,7907.842285,14849800
2020-01-13,8275.000000,8400.000000,8275.000000,8400.000000,8051.621094,8904800
2020-01-14,8400.000000,8500.000000,8300.000000,8475.000000,8123.510742,11761100
2020-01-15,8475.000000,8525.000000,8350.000000,8475.000000,8123.510742,14965200
2020-01-16,8475.000000,8475.000000,8350.000000,8425.000000,8075.584473,9151100
2020-01-17,8425.000000,8425.000000,8350.000000,8400.000000,8051.621094,5501800
2020-01-20,8400.000000,8425.000000,8325.000000,8325.000000,7979.732422,5343800
2020-01-21,8325.000000,8375.000000,8300.000000,8325.000000,7979.732422,5211000
2020-01-22,8375.000000,8375.000000,8225.000000,8300.000000,7955.769043,4975800
2020-01-23,8300.000000,8375.000000,8275.000000,8325.000000,7979.732422,3400500
2020-01-24,8325.000000,8325.000000,8150.000000,8175.000000,7835.953125,7927900
2020-01-27,8175.000000,8300.000000,8075.000000,8275.000000,7931.805664,7078300
2020-01-28,8275.000000,8300.000000,8100.000000,8250.000000,7907.842285,8825000
2020-01-29,8250.000000,8300.000000,8225.000000,8250.000000,7907.842285,4723100
2020-01-30,8250.000000,8250.000000,8150.000000,8225.000000,7883.879883,4297800
2020-01-31,8225.000000,8225.000000,7950.000000,7950.000000,7620.284668,17743300
2020-02-03,7950.000000,8075.000000,7800.000000,7850.000000,7524.432129,8731500
2020-02-04,7850.000000,7950.000000,7850.000000,7875.000000,7548.395508,8182500
2020-02-05,7900.000000,8100.000000,7850.000000,8100.000000,7764.063965,7284300
2020-02-06,8100.000000,8100.000000,7950.000000,7950.000000,7620.284668,10884300
2020-02-07,7950.000000,7975.000000,7900.000000,7900.000000,7572.357910,11461800
2020-02-10,7900.000000,7925.000000,7800.000000,7875.000000,7548.395508,6277000
2020-02-11,7850.000000,7875.000000,7825.000000,7850.000000,7524.432129,5773900
2020-02-12,7825.000000,7850.000000,7575.000000,7600.000000,7284.800293,17269400
2020-02-13,7575.000000,7600.000000,7350.000000,7400.000000,7093.095215,13678700
2020-02-14,7400.000000,7625.000000,7300.000000,7475.000000,7164.984375,8792800
2020-02-17,7475.000000,7500.000000,7325.000000,7400.000000,7093.095215,8267100
2020-02-18,7350.000000,7475.000000,7325.000000,7400.000000,7093.095215,11377400
2020-02-19,7400.000000,7500.000000,7375.000000,7475.000000,7164.984375,7178400
